Density	Temperature	Pressure	Energy	Entropy	ParticleVelocity	LagWavespeed
+3.211024e+00	+4.007119e+02	+2.159441e+01	+6.133081e-01	+2.352105e-01	+1.196908e+00	+8.488459e+00	
+3.212344e+00	+4.009432e+02	+2.165866e+01	+6.160755e-01	+2.377619e-01	+1.199776e+00	+8.496432e+00	
+3.213664e+00	+4.011744e+02	+2.172297e+01	+6.188490e-01	+2.403195e-01	+1.202644e+00	+8.504409e+00	
+3.214985e+00	+4.014056e+02	+2.178735e+01	+6.216285e-01	+2.428831e-01	+1.205512e+00	+8.512390e+00	
+3.216305e+00	+4.016368e+02	+2.185180e+01	+6.244141e-01	+2.454528e-01	+1.208380e+00	+8.520376e+00	
+3.217625e+00	+4.018680e+02	+2.191631e+01	+6.272057e-01	+2.480286e-01	+1.211249e+00	+8.528367e+00	
+3.218946e+00	+4.020992e+02	+2.198089e+01	+6.300034e-01	+2.506104e-01	+1.214119e+00	+8.536362e+00	
+3.220266e+00	+4.023303e+02	+2.204555e+01	+6.328072e-01	+2.531984e-01	+1.216988e+00	+8.544361e+00	
+3.221586e+00	+4.025614e+02	+2.211027e+01	+6.356170e-01	+2.557924e-01	+1.219858e+00	+8.552366e+00	
+3.222907e+00	+4.027924e+02	+2.217505e+01	+6.384328e-01	+2.583924e-01	+1.222729e+00	+8.560374e+00	
+3.224227e+00	+4.030235e+02	+2.223991e+01	+6.412546e-01	+2.609986e-01	+1.225599e+00	+8.568387e+00	
+3.225547e+00	+4.032545e+02	+2.230483e+01	+6.440825e-01	+2.636108e-01	+1.228470e+00	+8.576405e+00	
+3.226868e+00	+4.034855e+02	+2.236983e+01	+6.469164e-01	+2.662290e-01	+1.231342e+00	+8.584428e+00	
+3.228188e+00	+4.037165e+02	+2.243489e+01	+6.497563e-01	+2.688533e-01	+1.234213e+00	+8.592454e+00	
+3.229508e+00	+4.039475e+02	+2.250002e+01	+6.526023e-01	+2.714836e-01	+1.237085e+00	+8.600486e+00	
+3.230829e+00	+4.041784e+02	+2.256521e+01	+6.554542e-01	+2.741200e-01	+1.239957e+00	+8.608522e+00	
+3.232149e+00	+4.044093e+02	+2.263048e+01	+6.583121e-01	+2.767624e-01	+1.242830e+00	+8.616562e+00	
+3.233469e+00	+4.046402e+02	+2.269581e+01	+6.611761e-01	+2.794108e-01	+1.245703e+00	+8.624607e+00	
+3.234789e+00	+4.048710e+02	+2.276122e+01	+6.640460e-01	+2.820652e-01	+1.248576e+00	+8.632657e+00	
+3.236110e+00	+4.051019e+02	+2.282669e+01	+6.669219e-01	+2.847257e-01	+1.251450e+00	+8.640711e+00	
+3.237430e+00	+4.053327e+02	+2.289223e+01	+6.698038e-01	+2.873922e-01	+1.254324e+00	+8.648770e+00	
+3.238750e+00	+4.055635e+02	+2.295784e+01	+6.726917e-01	+2.900647e-01	+1.257198e+00	+8.656833e+00	
+3.240071e+00	+4.057942e+02	+2.302352e+01	+6.755856e-01	+2.927433e-01	+1.260073e+00	+8.664901e+00	
+3.241391e+00	+4.060249e+02	+2.308926e+01	+6.784854e-01	+2.954278e-01	+1.262948e+00	+8.672974e+00	
+3.242711e+00	+4.062556e+02	+2.315508e+01	+6.813913e-01	+2.981183e-01	+1.265823e+00	+8.681065e+00	
+3.244032e+00	+4.064863e+02	+2.322097e+01	+6.843031e-01	+3.008149e-01	+1.268699e+00	+8.689167e+00	
+3.245352e+00	+4.067170e+02	+2.328692e+01	+6.872210e-01	+3.035174e-01	+1.271575e+00	+8.697273e+00	
+3.246672e+00	+4.069476e+02	+2.335294e+01	+6.901449e-01	+3.062259e-01	+1.274451e+00	+8.705384e+00	
+3.247993e+00	+4.071782e+02	+2.341904e+01	+6.930748e-01	+3.089403e-01	+1.277328e+00	+8.713499e+00	
+3.249313e+00	+4.074087e+02	+2.348520e+01	+6.960108e-01	+3.116608e-01	+1.280205e+00	+8.721619e+00	
+3.250633e+00	+4.076393e+02	+2.355143e+01	+6.989527e-01	+3.143872e-01	+1.283082e+00	+8.729743e+00	
+3.251954e+00	+4.078698e+02	+2.361774e+01	+7.019006e-01	+3.171195e-01	+1.285960e+00	+8.737872e+00	
+3.253274e+00	+4.081003e+02	+2.368411e+01	+7.048546e-01	+3.198578e-01	+1.288838e+00	+8.746005e+00	
+3.254594e+00	+4.083308e+02	+2.375055e+01	+7.078145e-01	+3.226021e-01	+1.291717e+00	+8.754143e+00	
+3.255915e+00	+4.085612e+02	+2.381706e+01	+7.107804e-01	+3.253523e-01	+1.294595e+00	+8.762285e+00	
+3.257235e+00	+4.087916e+02	+2.388364e+01	+7.137523e-01	+3.281085e-01	+1.297474e+00	+8.770432e+00	
+3.258555e+00	+4.090220e+02	+2.395029e+01	+7.167301e-01	+3.308706e-01	+1.300354e+00	+8.778583e+00	
+3.259876e+00	+4.092524e+02	+2.401701e+01	+7.197139e-01	+3.336386e-01	+1.303233e+00	+8.786739e+00	
+3.261196e+00	+4.094828e+02	+2.408380e+01	+7.227037e-01	+3.364126e-01	+1.306114e+00	+8.794899e+00	
+3.262516e+00	+4.097131e+02	+2.415066e+01	+7.256994e-01	+3.391925e-01	+1.308994e+00	+8.803064e+00	
+3.263837e+00	+4.099434e+02	+2.421759e+01	+7.287011e-01	+3.419783e-01	+1.311875e+00	+8.811233e+00	
+3.265157e+00	+4.101737e+02	+2.428459e+01	+7.317088e-01	+3.447700e-01	+1.314756e+00	+8.819407e+00	
+3.266477e+00	+4.104039e+02	+2.435166e+01	+7.347224e-01	+3.475677e-01	+1.317637e+00	+8.827586e+00	
+3.267798e+00	+4.106341e+02	+2.441880e+01	+7.377419e-01	+3.503712e-01	+1.320519e+00	+8.835769e+00	
+3.269118e+00	+4.108643e+02	+2.448601e+01	+7.407673e-01	+3.531807e-01	+1.323401e+00	+8.843956e+00	
+3.270438e+00	+4.110945e+02	+2.455329e+01	+7.437987e-01	+3.559961e-01	+1.326284e+00	+8.852149e+00	
+3.271759e+00	+4.113247e+02	+2.462064e+01	+7.468360e-01	+3.588174e-01	+1.329167e+00	+8.860345e+00	
+3.273079e+00	+4.115548e+02	+2.468806e+01	+7.498792e-01	+3.616446e-01	+1.332050e+00	+8.868547e+00	
+3.274399e+00	+4.117849e+02	+2.475555e+01	+7.529284e-01	+3.644777e-01	+1.334933e+00	+8.876752e+00	
+3.275719e+00	+4.120150e+02	+2.482312e+01	+7.559834e-01	+3.673166e-01	+1.337817e+00	+8.884963e+00	
+3.277040e+00	+4.122450e+02	+2.489075e+01	+7.590444e-01	+3.701615e-01	+1.340701e+00	+8.893178e+00	
+3.278360e+00	+4.124751e+02	+2.495845e+01	+7.621112e-01	+3.730122e-01	+1.343586e+00	+8.901397e+00	
+3.279680e+00	+4.127051e+02	+2.502622e+01	+7.651840e-01	+3.758689e-01	+1.346471e+00	+8.909621e+00	
+3.281001e+00	+4.129350e+02	+2.509407e+01	+7.682626e-01	+3.787314e-01	+1.349356e+00	+8.917850e+00	
+3.282321e+00	+4.131650e+02	+2.516198e+01	+7.713471e-01	+3.815997e-01	+1.352241e+00	+8.926083e+00	
+3.283641e+00	+4.133949e+02	+2.522997e+01	+7.744375e-01	+3.844740e-01	+1.355127e+00	+8.934321e+00	
+3.284962e+00	+4.136248e+02	+2.529803e+01	+7.775338e-01	+3.873541e-01	+1.358014e+00	+8.942564e+00	
+3.286282e+00	+4.138547e+02	+2.536615e+01	+7.806359e-01	+3.902400e-01	+1.360900e+00	+8.950811e+00	
+3.287602e+00	+4.140846e+02	+2.543435e+01	+7.837439e-01	+3.931318e-01	+1.363787e+00	+8.959063e+00	
+3.288923e+00	+4.143144e+02	+2.550262e+01	+7.868578e-01	+3.960295e-01	+1.366674e+00	+8.967319e+00	
+3.290243e+00	+4.145442e+02	+2.557096e+01	+7.899775e-01	+3.989330e-01	+1.369562e+00	+8.975580e+00	
+3.291563e+00	+4.147740e+02	+2.563937e+01	+7.931031e-01	+4.018424e-01	+1.372450e+00	+8.983845e+00	
+3.292884e+00	+4.150038e+02	+2.570785e+01	+7.962345e-01	+4.047576e-01	+1.375338e+00	+8.992115e+00	
+3.294204e+00	+4.152335e+02	+2.577641e+01	+7.993717e-01	+4.076786e-01	+1.378227e+00	+9.000390e+00	
+3.295524e+00	+4.154632e+02	+2.584503e+01	+8.025148e-01	+4.106055e-01	+1.381116e+00	+9.008670e+00	
+3.296845e+00	+4.156929e+02	+2.591373e+01	+8.056637e-01	+4.135382e-01	+1.384005e+00	+9.016954e+00	
+3.298165e+00	+4.159226e+02	+2.598249e+01	+8.088185e-01	+4.164768e-01	+1.386895e+00	+9.025242e+00	
+3.299485e+00	+4.161522e+02	+2.605133e+01	+8.119790e-01	+4.194211e-01	+1.389785e+00	+9.033536e+00	
+3.300806e+00	+4.163818e+02	+2.612024e+01	+8.151454e-01	+4.223713e-01	+1.392675e+00	+9.041834e+00	
+3.302126e+00	+4.166114e+02	+2.618922e+01	+8.183176e-01	+4.253273e-01	+1.395566e+00	+9.050136e+00	
+3.303446e+00	+4.168410e+02	+2.625827e+01	+8.214956e-01	+4.282891e-01	+1.398457e+00	+9.058443e+00	
+3.304767e+00	+4.170705e+02	+2.632740e+01	+8.246794e-01	+4.312567e-01	+1.401348e+00	+9.066755e+00	
+3.306087e+00	+4.173000e+02	+2.639659e+01	+8.278690e-01	+4.342301e-01	+1.404240e+00	+9.075072e+00	
+3.307407e+00	+4.175295e+02	+2.646586e+01	+8.310644e-01	+4.372094e-01	+1.407132e+00	+9.083393e+00	
+3.308728e+00	+4.177590e+02	+2.653520e+01	+8.342656e-01	+4.401944e-01	+1.410024e+00	+9.091719e+00	
+3.310048e+00	+4.179884e+02	+2.660461e+01	+8.374726e-01	+4.431852e-01	+1.412917e+00	+9.100049e+00	
+3.311368e+00	+4.182178e+02	+2.667409e+01	+8.406853e-01	+4.461818e-01	+1.415810e+00	+9.108385e+00	
+3.312688e+00	+4.184472e+02	+2.674364e+01	+8.439038e-01	+4.491842e-01	+1.418703e+00	+9.116724e+00	
+3.314009e+00	+4.186766e+02	+2.681327e+01	+8.471281e-01	+4.521923e-01	+1.421597e+00	+9.125069e+00	
+3.315329e+00	+4.189059e+02	+2.688297e+01	+8.503582e-01	+4.552063e-01	+1.424491e+00	+9.133418e+00	
+3.316649e+00	+4.191352e+02	+2.695274e+01	+8.535940e-01	+4.582260e-01	+1.427385e+00	+9.141772e+00	
+3.317970e+00	+4.193645e+02	+2.702258e+01	+8.568355e-01	+4.612515e-01	+1.430280e+00	+9.150131e+00	
+3.319290e+00	+4.195938e+02	+2.709249e+01	+8.600829e-01	+4.642827e-01	+1.433175e+00	+9.158494e+00	
+3.320610e+00	+4.198231e+02	+2.716248e+01	+8.633359e-01	+4.673198e-01	+1.436071e+00	+9.166862e+00	
+3.321931e+00	+4.200523e+02	+2.723254e+01	+8.665947e-01	+4.703626e-01	+1.438967e+00	+9.175235e+00	
+3.323251e+00	+4.202815e+02	+2.730267e+01	+8.698593e-01	+4.734111e-01	+1.441863e+00	+9.183612e+00	
+3.324571e+00	+4.205106e+02	+2.737287e+01	+8.731295e-01	+4.764654e-01	+1.444759e+00	+9.191994e+00	
+3.325892e+00	+4.207398e+02	+2.744315e+01	+8.764055e-01	+4.795254e-01	+1.447656e+00	+9.200381e+00	
+3.327212e+00	+4.209689e+02	+2.751350e+01	+8.796873e-01	+4.825912e-01	+1.450553e+00	+9.208772e+00	
+3.328532e+00	+4.211980e+02	+2.758392e+01	+8.829747e-01	+4.856628e-01	+1.453451e+00	+9.217169e+00	
+3.329853e+00	+4.214271e+02	+2.765441e+01	+8.862679e-01	+4.887400e-01	+1.456348e+00	+9.225570e+00	
+3.331173e+00	+4.216561e+02	+2.772497e+01	+8.895667e-01	+4.918230e-01	+1.459247e+00	+9.233975e+00	
+3.332493e+00	+4.218852e+02	+2.779561e+01	+8.928713e-01	+4.949118e-01	+1.462145e+00	+9.242386e+00	
+3.333814e+00	+4.221142e+02	+2.786632e+01	+8.961816e-01	+4.980062e-01	+1.465044e+00	+9.250801e+00	
+3.335134e+00	+4.223431e+02	+2.793711e+01	+8.994975e-01	+5.011064e-01	+1.467943e+00	+9.259221e+00	
+3.336454e+00	+4.225721e+02	+2.800796e+01	+9.028192e-01	+5.042123e-01	+1.470843e+00	+9.267645e+00	
+3.337775e+00	+4.228010e+02	+2.807889e+01	+9.061465e-01	+5.073239e-01	+1.473743e+00	+9.276075e+00	
+3.339095e+00	+4.230299e+02	+2.814989e+01	+9.094795e-01	+5.104413e-01	+1.476643e+00	+9.284509e+00	
+3.340415e+00	+4.232588e+02	+2.822097e+01	+9.128182e-01	+5.135643e-01	+1.479543e+00	+9.292948e+00	
+3.341736e+00	+4.234877e+02	+2.829211e+01	+9.161626e-01	+5.166931e-01	+1.482444e+00	+9.301391e+00	
+3.343056e+00	+4.237165e+02	+2.836333e+01	+9.195126e-01	+5.198275e-01	+1.485345e+00	+9.309839e+00	
+3.344376e+00	+4.239453e+02	+2.843463e+01	+9.228683e-01	+5.229677e-01	+1.488247e+00	+9.318293e+00	
+3.345697e+00	+4.241741e+02	+2.850599e+01	+9.262297e-01	+5.261135e-01	+1.491149e+00	+9.326750e+00	
+3.347017e+00	+4.244028e+02	+2.857743e+01	+9.295967e-01	+5.292651e-01	+1.494051e+00	+9.335213e+00	
+3.348337e+00	+4.246316e+02	+2.864895e+01	+9.329693e-01	+5.324223e-01	+1.496954e+00	+9.343681e+00	
+3.349658e+00	+4.248603e+02	+2.872053e+01	+9.363476e-01	+5.355852e-01	+1.499857e+00	+9.352153e+00	
+3.350978e+00	+4.250890e+02	+2.879219e+01	+9.397316e-01	+5.387538e-01	+1.502760e+00	+9.360630e+00	
+3.352298e+00	+4.253176e+02	+2.886393e+01	+9.431212e-01	+5.419281e-01	+1.505664e+00	+9.369111e+00	
+3.353618e+00	+4.255463e+02	+2.893573e+01	+9.465164e-01	+5.451080e-01	+1.508568e+00	+9.377598e+00	
+3.354939e+00	+4.257749e+02	+2.900761e+01	+9.499172e-01	+5.482937e-01	+1.511472e+00	+9.386089e+00	
+3.356259e+00	+4.260034e+02	+2.907957e+01	+9.533237e-01	+5.514849e-01	+1.514377e+00	+9.394585e+00	
+3.357579e+00	+4.262320e+02	+2.915159e+01	+9.567357e-01	+5.546819e-01	+1.517282e+00	+9.403086e+00	
+3.358900e+00	+4.264605e+02	+2.922370e+01	+9.601534e-01	+5.578845e-01	+1.520187e+00	+9.411592e+00	
+3.360220e+00	+4.266891e+02	+2.929587e+01	+9.635767e-01	+5.610928e-01	+1.523093e+00	+9.420103e+00	
+3.361540e+00	+4.269175e+02	+2.936812e+01	+9.670056e-01	+5.643067e-01	+1.525999e+00	+9.428618e+00	
+3.362861e+00	+4.271460e+02	+2.944044e+01	+9.704402e-01	+5.675262e-01	+1.528905e+00	+9.437138e+00	
+3.364181e+00	+4.273744e+02	+2.951284e+01	+9.738803e-01	+5.707515e-01	+1.531812e+00	+9.445663e+00	
+3.365501e+00	+4.276029e+02	+2.958531e+01	+9.773259e-01	+5.739823e-01	+1.534719e+00	+9.454193e+00	
+3.366822e+00	+4.278313e+02	+2.965785e+01	+9.807772e-01	+5.772188e-01	+1.537626e+00	+9.462727e+00	
+3.368142e+00	+4.280596e+02	+2.973047e+01	+9.842341e-01	+5.804609e-01	+1.540534e+00	+9.471267e+00	
+3.369462e+00	+4.282880e+02	+2.980316e+01	+9.876965e-01	+5.837087e-01	+1.543442e+00	+9.479811e+00	
+3.370783e+00	+4.285163e+02	+2.987593e+01	+9.911645e-01	+5.869621e-01	+1.546351e+00	+9.488360e+00	
+3.372103e+00	+4.287446e+02	+2.994877e+01	+9.946381e-01	+5.902211e-01	+1.549259e+00	+9.496914e+00	
+3.373423e+00	+4.289728e+02	+3.002168e+01	+9.981173e-01	+5.934857e-01	+1.552169e+00	+9.505473e+00	
+3.374744e+00	+4.292011e+02	+3.009467e+01	+1.001602e+00	+5.967560e-01	+1.555078e+00	+9.514036e+00	
+3.376064e+00	+4.294293e+02	+3.016774e+01	+1.005092e+00	+6.000318e-01	+1.557988e+00	+9.522605e+00	
+3.377384e+00	+4.296575e+02	+3.024087e+01	+1.008588e+00	+6.033133e-01	+1.560898e+00	+9.531178e+00	
+3.378705e+00	+4.298857e+02	+3.031409e+01	+1.012089e+00	+6.066004e-01	+1.563808e+00	+9.539756e+00	
+3.380025e+00	+4.301138e+02	+3.038737e+01	+1.015596e+00	+6.098930e-01	+1.566719e+00	+9.548339e+00	
+3.381345e+00	+4.303419e+02	+3.046073e+01	+1.019109e+00	+6.131913e-01	+1.569631e+00	+9.556927e+00	
+3.382666e+00	+4.305700e+02	+3.053417e+01	+1.022627e+00	+6.164952e-01	+1.572542e+00	+9.565520e+00	
+3.383986e+00	+4.307981e+02	+3.060768e+01	+1.026150e+00	+6.198047e-01	+1.575454e+00	+9.574118e+00	
+3.385306e+00	+4.310261e+02	+3.068127e+01	+1.029679e+00	+6.231197e-01	+1.578366e+00	+9.582720e+00	
+3.386627e+00	+4.312542e+02	+3.075493e+01	+1.033214e+00	+6.264404e-01	+1.581279e+00	+9.591327e+00	
+3.387947e+00	+4.314822e+02	+3.082866e+01	+1.036754e+00	+6.297666e-01	+1.584192e+00	+9.599940e+00	
+3.389267e+00	+4.317101e+02	+3.090247e+01	+1.040299e+00	+6.330984e-01	+1.587105e+00	+9.608557e+00	
+3.390588e+00	+4.319381e+02	+3.097636e+01	+1.043851e+00	+6.364358e-01	+1.590018e+00	+9.617179e+00	
+3.391908e+00	+4.321660e+02	+3.105032e+01	+1.047407e+00	+6.397788e-01	+1.592932e+00	+9.625806e+00	
+3.393228e+00	+4.323939e+02	+3.112435e+01	+1.050969e+00	+6.431273e-01	+1.595847e+00	+9.634437e+00	
+3.394548e+00	+4.326218e+02	+3.119846e+01	+1.054537e+00	+6.464814e-01	+1.598761e+00	+9.643074e+00	
+3.395869e+00	+4.328496e+02	+3.127265e+01	+1.058110e+00	+6.498411e-01	+1.601676e+00	+9.651716e+00	
+3.397189e+00	+4.330775e+02	+3.134691e+01	+1.061688e+00	+6.532063e-01	+1.604591e+00	+9.660362e+00	
+3.398509e+00	+4.333053e+02	+3.142124e+01	+1.065273e+00	+6.565770e-01	+1.607507e+00	+9.669013e+00	
+3.399830e+00	+4.335331e+02	+3.149565e+01	+1.068862e+00	+6.599534e-01	+1.610423e+00	+9.677670e+00	
+3.401150e+00	+4.337608e+02	+3.157014e+01	+1.072457e+00	+6.633352e-01	+1.613339e+00	+9.686331e+00	
+3.402470e+00	+4.339885e+02	+3.164470e+01	+1.076058e+00	+6.667226e-01	+1.616256e+00	+9.694997e+00	
+3.403791e+00	+4.342162e+02	+3.171934e+01	+1.079663e+00	+6.701156e-01	+1.619173e+00	+9.703668e+00	
+3.405111e+00	+4.344439e+02	+3.179405e+01	+1.083275e+00	+6.735141e-01	+1.622091e+00	+9.712344e+00	
+3.406431e+00	+4.346716e+02	+3.186884e+01	+1.086892e+00	+6.769181e-01	+1.625008e+00	+9.721025e+00	
+3.407752e+00	+4.348992e+02	+3.194371e+01	+1.090514e+00	+6.803277e-01	+1.627926e+00	+9.729711e+00	
+3.409072e+00	+4.351268e+02	+3.201865e+01	+1.094142e+00	+6.837428e-01	+1.630845e+00	+9.738402e+00	
+3.410392e+00	+4.353544e+02	+3.209366e+01	+1.097775e+00	+6.871634e-01	+1.633763e+00	+9.747097e+00	
+3.411713e+00	+4.355820e+02	+3.216875e+01	+1.101414e+00	+6.905895e-01	+1.636683e+00	+9.755798e+00	
+3.413033e+00	+4.358095e+02	+3.224392e+01	+1.105058e+00	+6.940212e-01	+1.639602e+00	+9.764504e+00	
+3.414353e+00	+4.360370e+02	+3.231917e+01	+1.108707e+00	+6.974583e-01	+1.642522e+00	+9.773214e+00	
+3.415674e+00	+4.362645e+02	+3.239448e+01	+1.112362e+00	+7.009010e-01	+1.645442e+00	+9.781930e+00	
+3.416994e+00	+4.364919e+02	+3.246988e+01	+1.116022e+00	+7.043492e-01	+1.648362e+00	+9.790650e+00	
+3.418314e+00	+4.367194e+02	+3.254535e+01	+1.119688e+00	+7.078029e-01	+1.651283e+00	+9.799376e+00	
+3.419635e+00	+4.369468e+02	+3.262090e+01	+1.123359e+00	+7.112621e-01	+1.654204e+00	+9.808106e+00	
+3.420955e+00	+4.371742e+02	+3.269652e+01	+1.127036e+00	+7.147268e-01	+1.657126e+00	+9.816842e+00	
+3.422275e+00	+4.374015e+02	+3.277222e+01	+1.130718e+00	+7.181969e-01	+1.660048e+00	+9.825582e+00	
+3.423596e+00	+4.376289e+02	+3.284800e+01	+1.134405e+00	+7.216726e-01	+1.662970e+00	+9.834327e+00	
+3.424916e+00	+4.378562e+02	+3.292385e+01	+1.138098e+00	+7.251538e-01	+1.665892e+00	+9.843078e+00	
+3.426236e+00	+4.380835e+02	+3.299978e+01	+1.141796e+00	+7.286404e-01	+1.668815e+00	+9.851833e+00	
+3.427557e+00	+4.383107e+02	+3.307579e+01	+1.145500e+00	+7.321325e-01	+1.671739e+00	+9.860593e+00	
+3.428877e+00	+4.385380e+02	+3.315187e+01	+1.149209e+00	+7.356301e-01	+1.674662e+00	+9.869358e+00	
+3.430197e+00	+4.387652e+02	+3.322803e+01	+1.152923e+00	+7.391333e-01	+1.677586e+00	+9.877842e+00	
+3.431517e+00	+4.389924e+02	+3.330426e+01	+1.156644e+00	+7.426424e-01	+1.680510e+00	+9.886117e+00	
+3.432838e+00	+4.392195e+02	+3.338056e+01	+1.160370e+00	+7.461575e-01	+1.683434e+00	+9.894397e+00	
+3.434158e+00	+4.394467e+02	+3.345692e+01	+1.164103e+00	+7.496785e-01	+1.686359e+00	+9.902683e+00	
+3.435478e+00	+4.396738e+02	+3.353336e+01	+1.167841e+00	+7.532054e-01	+1.689284e+00	+9.910974e+00	
+3.436799e+00	+4.399009e+02	+3.360986e+01	+1.171586e+00	+7.567383e-01	+1.692209e+00	+9.919269e+00	
+3.438119e+00	+4.401280e+02	+3.368643e+01	+1.175336e+00	+7.602771e-01	+1.695134e+00	+9.927570e+00	
+3.439439e+00	+4.403550e+02	+3.376308e+01	+1.179093e+00	+7.638219e-01	+1.698059e+00	+9.935876e+00	
+3.440760e+00	+4.405820e+02	+3.383979e+01	+1.182855e+00	+7.673726e-01	+1.700984e+00	+9.944187e+00	
+3.442080e+00	+4.408090e+02	+3.391657e+01	+1.186623e+00	+7.709292e-01	+1.703910e+00	+9.952504e+00	
+3.443400e+00	+4.410360e+02	+3.399342e+01	+1.190397e+00	+7.744918e-01	+1.706836e+00	+9.960825e+00	
+3.444721e+00	+4.412629e+02	+3.407034e+01	+1.194178e+00	+7.780603e-01	+1.709762e+00	+9.969152e+00	
+3.446041e+00	+4.414898e+02	+3.414733e+01	+1.197964e+00	+7.816346e-01	+1.712688e+00	+9.977484e+00	
+3.447361e+00	+4.417167e+02	+3.422439e+01	+1.201756e+00	+7.852149e-01	+1.715615e+00	+9.985821e+00	
+3.448682e+00	+4.419436e+02	+3.430152e+01	+1.205554e+00	+7.888011e-01	+1.718542e+00	+9.994163e+00	
+3.450002e+00	+4.421705e+02	+3.437872e+01	+1.209358e+00	+7.923932e-01	+1.721469e+00	+1.000251e+01	
+3.451322e+00	+4.423973e+02	+3.445599e+01	+1.213168e+00	+7.959912e-01	+1.724396e+00	+1.001086e+01	
+3.452643e+00	+4.426241e+02	+3.453333e+01	+1.216983e+00	+7.995950e-01	+1.727323e+00	+1.001922e+01	
+3.453963e+00	+4.428509e+02	+3.461074e+01	+1.220805e+00	+8.032048e-01	+1.730251e+00	+1.002758e+01	
+3.455283e+00	+4.430776e+02	+3.468822e+01	+1.224632e+00	+8.068204e-01	+1.733178e+00	+1.003595e+01	
+3.456604e+00	+4.433043e+02	+3.476577e+01	+1.228466e+00	+8.104419e-01	+1.736106e+00	+1.004433e+01	
+3.457924e+00	+4.435310e+02	+3.484339e+01	+1.232305e+00	+8.140693e-01	+1.739034e+00	+1.005270e+01	
+3.459244e+00	+4.437577e+02	+3.492108e+01	+1.236150e+00	+8.177026e-01	+1.741963e+00	+1.006109e+01	
+3.460565e+00	+4.439844e+02	+3.499884e+01	+1.240002e+00	+8.213417e-01	+1.744891e+00	+1.006948e+01	
+3.461885e+00	+4.442110e+02	+3.507667e+01	+1.243859e+00	+8.249866e-01	+1.747820e+00	+1.007787e+01	
+3.463205e+00	+4.444376e+02	+3.515457e+01	+1.247721e+00	+8.286374e-01	+1.750749e+00	+1.008627e+01	
+3.464526e+00	+4.446642e+02	+3.523254e+01	+1.251590e+00	+8.322941e-01	+1.753678e+00	+1.009468e+01	
+3.465846e+00	+4.448907e+02	+3.531058e+01	+1.255465e+00	+8.359566e-01	+1.756608e+00	+1.010309e+01	
+3.467166e+00	+4.451173e+02	+3.538869e+01	+1.259345e+00	+8.396250e-01	+1.759537e+00	+1.011150e+01	
+3.468487e+00	+4.453438e+02	+3.546687e+01	+1.263231e+00	+8.432992e-01	+1.762467e+00	+1.011992e+01	
+3.469807e+00	+4.455702e+02	+3.554513e+01	+1.267123e+00	+8.469792e-01	+1.765397e+00	+1.012835e+01	
+3.471127e+00	+4.457967e+02	+3.562345e+01	+1.271021e+00	+8.506650e-01	+1.768327e+00	+1.013678e+01	
+3.472447e+00	+4.460231e+02	+3.570184e+01	+1.274925e+00	+8.543567e-01	+1.771258e+00	+1.014522e+01	
+3.473768e+00	+4.462495e+02	+3.578031e+01	+1.278835e+00	+8.580542e-01	+1.774188e+00	+1.015366e+01	
+3.475088e+00	+4.464759e+02	+3.585885e+01	+1.282750e+00	+8.617575e-01	+1.777119e+00	+1.016210e+01	
+3.476408e+00	+4.467023e+02	+3.593745e+01	+1.286671e+00	+8.654666e-01	+1.780050e+00	+1.017056e+01	
+3.477729e+00	+4.469286e+02	+3.601613e+01	+1.290598e+00	+8.691815e-01	+1.782981e+00	+1.017901e+01	
+3.479049e+00	+4.471549e+02	+3.609488e+01	+1.294531e+00	+8.729022e-01	+1.785913e+00	+1.018748e+01	
+3.480369e+00	+4.473812e+02	+3.617370e+01	+1.298470e+00	+8.766287e-01	+1.788845e+00	+1.019594e+01	
+3.481690e+00	+4.476075e+02	+3.625259e+01	+1.302414e+00	+8.803610e-01	+1.791776e+00	+1.020442e+01	
+3.483010e+00	+4.478337e+02	+3.633156e+01	+1.306365e+00	+8.840991e-01	+1.794709e+00	+1.021290e+01	
+3.484330e+00	+4.480599e+02	+3.641059e+01	+1.310321e+00	+8.878430e-01	+1.797641e+00	+1.022138e+01	
+3.485651e+00	+4.482861e+02	+3.648970e+01	+1.314283e+00	+8.915927e-01	+1.800573e+00	+1.022987e+01	
+3.486971e+00	+4.485123e+02	+3.656887e+01	+1.318250e+00	+8.953481e-01	+1.803506e+00	+1.023836e+01	
+3.488291e+00	+4.487384e+02	+3.664812e+01	+1.322223e+00	+8.991093e-01	+1.806439e+00	+1.024686e+01	
+3.489612e+00	+4.489645e+02	+3.672744e+01	+1.326203e+00	+9.028762e-01	+1.809372e+00	+1.025537e+01	
+3.490932e+00	+4.491906e+02	+3.680683e+01	+1.330187e+00	+9.066490e-01	+1.812306e+00	+1.026388e+01	
+3.492252e+00	+4.494167e+02	+3.688630e+01	+1.334178e+00	+9.104274e-01	+1.815239e+00	+1.027240e+01	
+3.493573e+00	+4.496428e+02	+3.696583e+01	+1.338174e+00	+9.142117e-01	+1.818173e+00	+1.028092e+01	
+3.494893e+00	+4.498688e+02	+3.704544e+01	+1.342177e+00	+9.180016e-01	+1.821107e+00	+1.028944e+01	
+3.496213e+00	+4.500948e+02	+3.712512e+01	+1.346184e+00	+9.217974e-01	+1.824041e+00	+1.029797e+01	
+3.497534e+00	+4.503207e+02	+3.720487e+01	+1.350198e+00	+9.255988e-01	+1.826976e+00	+1.030651e+01	
