Density	Temperature	Pressure	Energy	Entropy	ParticleVelocity	LagWavespeed
+3.786684e+00	+4.992248e+02	+5.649796e+01	+2.360753e+00	+1.890306e+00	+2.475156e+00	+1.227304e+01	
+3.788005e+00	+4.994455e+02	+5.659452e+01	+2.365961e+00	+1.895306e+00	+2.478137e+00	+1.228226e+01	
+3.789325e+00	+4.996661e+02	+5.669115e+01	+2.371175e+00	+1.900312e+00	+2.481119e+00	+1.229148e+01	
+3.790645e+00	+4.998867e+02	+5.678787e+01	+2.376394e+00	+1.905323e+00	+2.484100e+00	+1.230070e+01	
+3.791965e+00	+5.001073e+02	+5.688466e+01	+2.381618e+00	+1.910339e+00	+2.487082e+00	+1.230994e+01	
+3.793286e+00	+5.003279e+02	+5.698153e+01	+2.386847e+00	+1.915360e+00	+2.490064e+00	+1.231918e+01	
+3.794606e+00	+5.005485e+02	+5.707848e+01	+2.392082e+00	+1.920387e+00	+2.493046e+00	+1.232842e+01	
+3.795926e+00	+5.007690e+02	+5.717550e+01	+2.397322e+00	+1.925420e+00	+2.496028e+00	+1.233767e+01	
+3.797247e+00	+5.009895e+02	+5.727261e+01	+2.402568e+00	+1.930457e+00	+2.499011e+00	+1.234692e+01	
+3.798567e+00	+5.012100e+02	+5.736979e+01	+2.407819e+00	+1.935500e+00	+2.501993e+00	+1.235618e+01	
+3.799887e+00	+5.014305e+02	+5.746705e+01	+2.413075e+00	+1.940549e+00	+2.504976e+00	+1.236545e+01	
+3.801208e+00	+5.016509e+02	+5.756439e+01	+2.418336e+00	+1.945602e+00	+2.507959e+00	+1.237472e+01	
+3.802528e+00	+5.018713e+02	+5.766180e+01	+2.423603e+00	+1.950661e+00	+2.510942e+00	+1.238400e+01	
+3.803848e+00	+5.020917e+02	+5.775930e+01	+2.428875e+00	+1.955725e+00	+2.513925e+00	+1.239328e+01	
+3.805169e+00	+5.023121e+02	+5.785687e+01	+2.434152e+00	+1.960795e+00	+2.516908e+00	+1.240257e+01	
+3.806489e+00	+5.025324e+02	+5.795452e+01	+2.439435e+00	+1.965870e+00	+2.519892e+00	+1.241187e+01	
+3.807809e+00	+5.027527e+02	+5.805225e+01	+2.444723e+00	+1.970950e+00	+2.522876e+00	+1.242117e+01	
+3.809130e+00	+5.029730e+02	+5.815006e+01	+2.450016e+00	+1.976035e+00	+2.525859e+00	+1.243047e+01	
+3.810450e+00	+5.031933e+02	+5.824795e+01	+2.455314e+00	+1.981126e+00	+2.528844e+00	+1.243978e+01	
+3.811770e+00	+5.034136e+02	+5.834592e+01	+2.460618e+00	+1.986222e+00	+2.531828e+00	+1.244910e+01	
+3.813091e+00	+5.036338e+02	+5.844396e+01	+2.465927e+00	+1.991323e+00	+2.534812e+00	+1.245842e+01	
+3.814411e+00	+5.038540e+02	+5.854209e+01	+2.471241e+00	+1.996430e+00	+2.537797e+00	+1.246775e+01	
+3.815731e+00	+5.040742e+02	+5.864029e+01	+2.476560e+00	+2.001542e+00	+2.540781e+00	+1.247709e+01	
+3.817052e+00	+5.042943e+02	+5.873857e+01	+2.481885e+00	+2.006659e+00	+2.543766e+00	+1.248642e+01	
+3.818372e+00	+5.045145e+02	+5.883694e+01	+2.487215e+00	+2.011781e+00	+2.546751e+00	+1.249577e+01	
+3.819692e+00	+5.047346e+02	+5.893538e+01	+2.492550e+00	+2.016909e+00	+2.549736e+00	+1.250512e+01	
+3.821013e+00	+5.049547e+02	+5.903390e+01	+2.497890e+00	+2.022042e+00	+2.552722e+00	+1.251448e+01	
+3.822333e+00	+5.051747e+02	+5.913250e+01	+2.503236e+00	+2.027180e+00	+2.555707e+00	+1.252384e+01	
+3.823653e+00	+5.053948e+02	+5.923117e+01	+2.508587e+00	+2.032323e+00	+2.558693e+00	+1.253321e+01	
+3.824974e+00	+5.056148e+02	+5.932993e+01	+2.513943e+00	+2.037472e+00	+2.561679e+00	+1.254258e+01	
+3.826294e+00	+5.058348e+02	+5.942877e+01	+2.519304e+00	+2.042626e+00	+2.564665e+00	+1.255196e+01	
+3.827614e+00	+5.060548e+02	+5.952769e+01	+2.524671e+00	+2.047785e+00	+2.567651e+00	+1.256135e+01	
+3.828934e+00	+5.062747e+02	+5.962668e+01	+2.530042e+00	+2.052950e+00	+2.570638e+00	+1.257074e+01	
+3.830255e+00	+5.064946e+02	+5.972576e+01	+2.535419e+00	+2.058119e+00	+2.573624e+00	+1.258013e+01	
+3.831575e+00	+5.067145e+02	+5.982492e+01	+2.540801e+00	+2.063294e+00	+2.576611e+00	+1.258953e+01	
+3.832895e+00	+5.069344e+02	+5.992415e+01	+2.546189e+00	+2.068475e+00	+2.579598e+00	+1.259894e+01	
+3.834216e+00	+5.071543e+02	+6.002347e+01	+2.551581e+00	+2.073660e+00	+2.582585e+00	+1.260836e+01	
+3.835536e+00	+5.073741e+02	+6.012287e+01	+2.556979e+00	+2.078851e+00	+2.585572e+00	+1.261777e+01	
+3.836856e+00	+5.075939e+02	+6.022234e+01	+2.562382e+00	+2.084046e+00	+2.588560e+00	+1.262720e+01	
+3.838177e+00	+5.078137e+02	+6.032190e+01	+2.567790e+00	+2.089248e+00	+2.591547e+00	+1.263663e+01	
+3.839497e+00	+5.080335e+02	+6.042153e+01	+2.573203e+00	+2.094454e+00	+2.594535e+00	+1.264607e+01	
+3.840817e+00	+5.082532e+02	+6.052125e+01	+2.578622e+00	+2.099665e+00	+2.597523e+00	+1.265551e+01	
+3.842138e+00	+5.084729e+02	+6.062105e+01	+2.584045e+00	+2.104882e+00	+2.600511e+00	+1.266496e+01	
+3.843458e+00	+5.086926e+02	+6.072093e+01	+2.589474e+00	+2.110104e+00	+2.603499e+00	+1.267441e+01	
+3.844778e+00	+5.089123e+02	+6.082088e+01	+2.594908e+00	+2.115331e+00	+2.606488e+00	+1.268387e+01	
+3.846099e+00	+5.091319e+02	+6.092092e+01	+2.600347e+00	+2.120563e+00	+2.609477e+00	+1.269334e+01	
+3.847419e+00	+5.093515e+02	+6.102104e+01	+2.605791e+00	+2.125801e+00	+2.612465e+00	+1.270281e+01	
+3.848739e+00	+5.095711e+02	+6.112124e+01	+2.611241e+00	+2.131044e+00	+2.615454e+00	+1.271228e+01	
+3.850060e+00	+5.097907e+02	+6.122152e+01	+2.616695e+00	+2.136292e+00	+2.618444e+00	+1.272177e+01	
+3.851380e+00	+5.100103e+02	+6.132188e+01	+2.622155e+00	+2.141545e+00	+2.621433e+00	+1.273125e+01	
+3.852700e+00	+5.102298e+02	+6.142232e+01	+2.627620e+00	+2.146803e+00	+2.624423e+00	+1.274075e+01	
+3.854021e+00	+5.104493e+02	+6.152285e+01	+2.633090e+00	+2.152066e+00	+2.627412e+00	+1.275025e+01	
+3.855341e+00	+5.106688e+02	+6.162345e+01	+2.638565e+00	+2.157335e+00	+2.630402e+00	+1.275975e+01	
+3.856661e+00	+5.108882e+02	+6.172414e+01	+2.644045e+00	+2.162609e+00	+2.633392e+00	+1.276927e+01	
+3.857982e+00	+5.111077e+02	+6.182490e+01	+2.649530e+00	+2.167888e+00	+2.636383e+00	+1.277878e+01	
+3.859302e+00	+5.113271e+02	+6.192575e+01	+2.655021e+00	+2.173172e+00	+2.639373e+00	+1.278831e+01	
+3.860622e+00	+5.115465e+02	+6.202668e+01	+2.660516e+00	+2.178461e+00	+2.642364e+00	+1.279783e+01	
+3.861943e+00	+5.117658e+02	+6.212769e+01	+2.666017e+00	+2.183756e+00	+2.645355e+00	+1.280737e+01	
+3.863263e+00	+5.119852e+02	+6.222878e+01	+2.671523e+00	+2.189055e+00	+2.648346e+00	+1.281691e+01	
+3.864583e+00	+5.122045e+02	+6.232995e+01	+2.677034e+00	+2.194360e+00	+2.651337e+00	+1.282646e+01	
+3.865904e+00	+5.124238e+02	+6.243121e+01	+2.682550e+00	+2.199670e+00	+2.654328e+00	+1.283601e+01	
+3.867224e+00	+5.126431e+02	+6.253254e+01	+2.688071e+00	+2.204985e+00	+2.657320e+00	+1.284557e+01	
+3.868544e+00	+5.128623e+02	+6.263396e+01	+2.693597e+00	+2.210305e+00	+2.660311e+00	+1.285513e+01	
+3.869864e+00	+5.130815e+02	+6.273546e+01	+2.699128e+00	+2.215630e+00	+2.663303e+00	+1.286470e+01	
+3.871185e+00	+5.133007e+02	+6.283704e+01	+2.704664e+00	+2.220961e+00	+2.666295e+00	+1.287428e+01	
+3.872505e+00	+5.135199e+02	+6.293870e+01	+2.710206e+00	+2.226296e+00	+2.669288e+00	+1.288386e+01	
+3.873825e+00	+5.137391e+02	+6.304045e+01	+2.715752e+00	+2.231637e+00	+2.672280e+00	+1.289344e+01	
+3.875146e+00	+5.139582e+02	+6.314228e+01	+2.721304e+00	+2.236983e+00	+2.675273e+00	+1.290304e+01	
+3.876466e+00	+5.141773e+02	+6.324418e+01	+2.726861e+00	+2.242334e+00	+2.678266e+00	+1.291264e+01	
+3.877786e+00	+5.143964e+02	+6.334618e+01	+2.732422e+00	+2.247690e+00	+2.681259e+00	+1.292224e+01	
+3.879107e+00	+5.146155e+02	+6.344825e+01	+2.737989e+00	+2.253051e+00	+2.684252e+00	+1.293185e+01	
+3.880427e+00	+5.148345e+02	+6.355041e+01	+2.743561e+00	+2.258417e+00	+2.687245e+00	+1.294147e+01	
+3.881747e+00	+5.150535e+02	+6.365264e+01	+2.749137e+00	+2.263789e+00	+2.690239e+00	+1.295109e+01	
+3.883068e+00	+5.152725e+02	+6.375497e+01	+2.754719e+00	+2.269165e+00	+2.693233e+00	+1.296072e+01	
+3.884388e+00	+5.154915e+02	+6.385737e+01	+2.760306e+00	+2.274547e+00	+2.696227e+00	+1.297035e+01	
+3.885708e+00	+5.157105e+02	+6.395985e+01	+2.765898e+00	+2.279934e+00	+2.699221e+00	+1.298000e+01	
+3.887029e+00	+5.159294e+02	+6.406242e+01	+2.771495e+00	+2.285326e+00	+2.702215e+00	+1.298964e+01	
+3.888349e+00	+5.161483e+02	+6.416507e+01	+2.777097e+00	+2.290722e+00	+2.705210e+00	+1.299929e+01	
+3.889669e+00	+5.163672e+02	+6.426781e+01	+2.782704e+00	+2.296124e+00	+2.708205e+00	+1.300895e+01	
+3.890990e+00	+5.165860e+02	+6.437063e+01	+2.788316e+00	+2.301531e+00	+2.711199e+00	+1.301862e+01	
+3.892310e+00	+5.168048e+02	+6.447353e+01	+2.793933e+00	+2.306944e+00	+2.714195e+00	+1.302829e+01	
+3.893630e+00	+5.170237e+02	+6.457651e+01	+2.799555e+00	+2.312361e+00	+2.717190e+00	+1.303796e+01	
+3.894951e+00	+5.172424e+02	+6.467957e+01	+2.805183e+00	+2.317783e+00	+2.720185e+00	+1.304764e+01	
+3.896271e+00	+5.174612e+02	+6.478272e+01	+2.810815e+00	+2.323211e+00	+2.723181e+00	+1.305733e+01	
+3.897591e+00	+5.176799e+02	+6.488596e+01	+2.816452e+00	+2.328643e+00	+2.726177e+00	+1.306702e+01	
+3.898912e+00	+5.178987e+02	+6.498927e+01	+2.822094e+00	+2.334080e+00	+2.729173e+00	+1.307672e+01	
+3.900232e+00	+5.181174e+02	+6.509267e+01	+2.827741e+00	+2.339523e+00	+2.732169e+00	+1.308643e+01	
+3.901552e+00	+5.183360e+02	+6.519615e+01	+2.833393e+00	+2.344971e+00	+2.735166e+00	+1.309614e+01	
+3.902873e+00	+5.185547e+02	+6.529972e+01	+2.839050e+00	+2.350423e+00	+2.738162e+00	+1.310586e+01	
+3.904193e+00	+5.187733e+02	+6.540337e+01	+2.844712e+00	+2.355881e+00	+2.741159e+00	+1.311558e+01	
+3.905513e+00	+5.189919e+02	+6.550710e+01	+2.850379e+00	+2.361344e+00	+2.744156e+00	+1.312531e+01	
+3.906834e+00	+5.192105e+02	+6.561092e+01	+2.856051e+00	+2.366812e+00	+2.747154e+00	+1.313505e+01	
+3.908154e+00	+5.194290e+02	+6.571482e+01	+2.861728e+00	+2.372285e+00	+2.750151e+00	+1.314479e+01	
+3.909474e+00	+5.196476e+02	+6.581881e+01	+2.867410e+00	+2.377762e+00	+2.753149e+00	+1.315454e+01	
+3.910794e+00	+5.198661e+02	+6.592287e+01	+2.873097e+00	+2.383245e+00	+2.756147e+00	+1.316429e+01	
+3.912115e+00	+5.200846e+02	+6.602703e+01	+2.878789e+00	+2.388733e+00	+2.759145e+00	+1.317405e+01	
+3.913435e+00	+5.203030e+02	+6.613126e+01	+2.884486e+00	+2.394226e+00	+2.762143e+00	+1.318381e+01	
+3.914755e+00	+5.205215e+02	+6.623559e+01	+2.890188e+00	+2.399724e+00	+2.765141e+00	+1.319359e+01	
+3.916076e+00	+5.207399e+02	+6.633999e+01	+2.895894e+00	+2.405227e+00	+2.768140e+00	+1.320336e+01	
+3.917396e+00	+5.209583e+02	+6.644448e+01	+2.901606e+00	+2.410735e+00	+2.771139e+00	+1.321315e+01	
+3.918716e+00	+5.211766e+02	+6.654905e+01	+2.907323e+00	+2.416249e+00	+2.774138e+00	+1.322294e+01	
+3.920037e+00	+5.213950e+02	+6.665371e+01	+2.913044e+00	+2.421767e+00	+2.777137e+00	+1.323273e+01	
+3.921357e+00	+5.216133e+02	+6.675846e+01	+2.918771e+00	+2.427290e+00	+2.780136e+00	+1.324253e+01	
+3.922677e+00	+5.218316e+02	+6.686328e+01	+2.924502e+00	+2.432818e+00	+2.783136e+00	+1.325234e+01	
+3.923998e+00	+5.220499e+02	+6.696820e+01	+2.930238e+00	+2.438351e+00	+2.786136e+00	+1.326215e+01	
+3.925318e+00	+5.222681e+02	+6.707319e+01	+2.935980e+00	+2.443889e+00	+2.789136e+00	+1.327198e+01	
+3.926638e+00	+5.224864e+02	+6.717827e+01	+2.941726e+00	+2.449432e+00	+2.792136e+00	+1.328181e+01	
+3.927959e+00	+5.227046e+02	+6.728344e+01	+2.947477e+00	+2.454980e+00	+2.795137e+00	+1.329166e+01	
+3.929279e+00	+5.229228e+02	+6.738869e+01	+2.953233e+00	+2.460533e+00	+2.798137e+00	+1.330150e+01	
+3.930599e+00	+5.231409e+02	+6.749403e+01	+2.958994e+00	+2.466091e+00	+2.801138e+00	+1.331136e+01	
+3.931920e+00	+5.233590e+02	+6.759945e+01	+2.964760e+00	+2.471654e+00	+2.804139e+00	+1.332122e+01	
+3.933240e+00	+5.235772e+02	+6.770496e+01	+2.970531e+00	+2.477222e+00	+2.807140e+00	+1.333109e+01	
+3.934560e+00	+5.237952e+02	+6.781055e+01	+2.976307e+00	+2.482795e+00	+2.810142e+00	+1.334096e+01	
+3.935881e+00	+5.240133e+02	+6.791623e+01	+2.982088e+00	+2.488373e+00	+2.813144e+00	+1.335084e+01	
+3.937201e+00	+5.242313e+02	+6.802200e+01	+2.987873e+00	+2.493956e+00	+2.816145e+00	+1.336073e+01	
+3.938521e+00	+5.244494e+02	+6.812785e+01	+2.993664e+00	+2.499544e+00	+2.819148e+00	+1.337062e+01	
+3.939842e+00	+5.246674e+02	+6.823378e+01	+2.999459e+00	+2.505137e+00	+2.822150e+00	+1.338051e+01	
+3.941162e+00	+5.248853e+02	+6.833981e+01	+3.005260e+00	+2.510734e+00	+2.825152e+00	+1.339042e+01	
+3.942482e+00	+5.251033e+02	+6.844591e+01	+3.011065e+00	+2.516337e+00	+2.828155e+00	+1.340033e+01	
+3.943803e+00	+5.253212e+02	+6.855211e+01	+3.016875e+00	+2.521945e+00	+2.831158e+00	+1.341024e+01	
+3.945123e+00	+5.255391e+02	+6.865839e+01	+3.022691e+00	+2.527557e+00	+2.834161e+00	+1.342016e+01	
+3.946443e+00	+5.257570e+02	+6.876475e+01	+3.028511e+00	+2.533175e+00	+2.837165e+00	+1.343009e+01	
+3.947763e+00	+5.259748e+02	+6.887120e+01	+3.034335e+00	+2.538797e+00	+2.840168e+00	+1.344003e+01	
+3.949084e+00	+5.261927e+02	+6.897774e+01	+3.040165e+00	+2.544425e+00	+2.843172e+00	+1.344997e+01	
+3.950404e+00	+5.264105e+02	+6.908437e+01	+3.046000e+00	+2.550057e+00	+2.846176e+00	+1.345991e+01	
+3.951724e+00	+5.266283e+02	+6.919108e+01	+3.051840e+00	+2.555694e+00	+2.849180e+00	+1.346986e+01	
+3.953045e+00	+5.268460e+02	+6.929787e+01	+3.057684e+00	+2.561337e+00	+2.852185e+00	+1.347982e+01	
+3.954365e+00	+5.270638e+02	+6.940476e+01	+3.063533e+00	+2.566984e+00	+2.855189e+00	+1.348979e+01	
+3.955685e+00	+5.272815e+02	+6.951173e+01	+3.069387e+00	+2.572636e+00	+2.858194e+00	+1.349976e+01	
+3.957006e+00	+5.274992e+02	+6.961878e+01	+3.075247e+00	+2.578293e+00	+2.861199e+00	+1.350973e+01	
